Standard distribution,Custom parameter distribution
1.4827183825941967,0.9488594277510259
1.0768831508907835,2.8337044677768812
2.1649636665099115,2.4458063594355597
0.7939583589463108,1.0303938708284597
0.7867419741753837,1.4700499166767793
1.554528173580289,1.7227501736328985
1.311334011851568,0.9339205827436514
1.6667596869119805,1.911271923361892
0.4874275561141882,1.4487851294279004
0.8197630609842419,3.52708971110688
0.7059925458221639,1.3786503376933625
1.1262262406728738,4.103883017742853
1.521607234546041,1.4250924689485398
2.1727842873901593,2.3379009476259816
0.5995813132165738,2.3684281509276355
0.6361639402997434,3.7312779175402158
0.8354317810360794,4.106702175231076
0.5401295796814795,2.9590655089574858
0.6327252431125486,1.586913925011569
0.2845450405205929,3.2988380298168547
0.9063449337422985,0.9236082907328781
1.4692365463706982,0.9537933694448719
1.9076394390242644,1.1711039801839567
1.7010843298814773,3.7348985805738018
2.0227912708261084,1.8430267975118229
1.3335453744213444,2.3374898050410216
1.6392412472301698,3.631694360609338
0.5915022518393513,0.583282269617101
0.29979906381681565,2.9971219178362247
1.4152010374009931,1.907692485820236
0.8773406658459129,2.5224775845035405
1.1245758435361919,0.7084064266520202
1.8984774983220096,1.4134259189784992
0.7744735962132355,0.719927295250694
0.4490538140104384,1.5527436087018192
1.4839237659832887,1.6632690261346932
0.5439584607382579,3.4797413845576264
0.40958454868186417,1.3547275766821936
1.1514210424305729,2.144104429196459
0.5491415431726149,2.9861688331626137
2.139399859134574,1.4773296503638647
0.9498005681622455,2.9760391909193498
0.20700949286917864,1.3422903702401197
1.0854371658962443,0.7245166901759938
1.607129406605503,2.0357197063814714
0.9278644008855893,2.6582387989602085
1.152691805874688,0.38138732335223324
1.8125466893407405,1.5222314184191832
0.8095402607719513,1.5839884312814032
0.6438776919681918,5.470137606341824
1.5321413383817157,1.3593076938769384
2.3293347463750864,1.2735041945644197
0.5022595945969077,2.203647179599003
1.3576750083631555,1.646336517725486
0.7656823716385227,1.378119294234337
1.3665974393038571,0.6334358338472802
2.4744645418829117,3.1354004872705943
1.6896730585342046,1.034074314970598
0.819441143826259,2.276090359413421
1.2619075672290552,3.168039489359669
1.4450421756573775,0.6869987528283517
0.8832589290626901,1.4812208390132517
1.9786210518534566,1.2102128029532115
0.3663376403526839,1.5737459221327856
1.929701454810048,2.3408257748391534
1.2835786545546688,0.5599296611881404
1.2373344347273205,0.6630439211774277
1.6441255812279927,3.054457847962053
2.0621963803676873,2.072130075137261
0.5725677436875829,1.011512660403059
1.1773076976772494,2.3987176101794407
1.1866408170058151,1.181958914097041
2.043923521282121,1.7281497076788592
1.6028167333180294,1.3315874862737558
1.7375404236667547,1.5907446023981182
0.7961473928366192,1.8856245505493217
1.1000852579859983,3.170276760346559
1.5552682241397287,1.9172766035241282
1.3580680982299134,1.617835201198473
2.235612710251304,0.5586383399809179
1.02488157973877,1.6176314455057668
0.23390578291490044,2.9930675198255954
1.1408699094834103,0.8049029792536481
2.637528101535578,0.7932303487023351
1.0368943380429716,2.1427635135573615
0.8182844685109588,2.1171921331772796
0.7264064234067537,4.185677395555099
1.1436173235734475,3.6480561882632276
1.284740377516343,1.4929653707331125
2.0054198259917113,0.6950727803933634
2.9706098423317013,0.15208118358811495
1.037787788614226,2.098294639443442
0.9786119769416597,1.0389150246439627
0.195035922803069,2.218819788212055
0.1842415426446209,2.3552084115335705
1.245643079007984,0.5600596167166287
1.4713469637857681,1.575400785093894
1.1683571304729976,0.6607020063064623
0.3912983914162375,2.0847848394030124
0.6569252179337862,1.8264566292588151
1.4663972899581683,0.4523964867838053
1.4035646825378738,0.8339050825466227
1.2676643082260781,3.235013704170809
2.432494857845836,1.1108249796729626
0.43820476165826033,2.4023912146202613
2.2975058909695267,0.08619573687048836
1.1606755748544961,1.6781587952010932
0.9595330678454664,3.451955292085832
2.5772762131996885,1.4705853602607921
0.9031336842645806,1.3897786231685108
0.9870556143341662,1.5927272632559895
1.4160777956068815,1.9700853950616377
1.740426021188588,1.888525783157303
0.8841748044923059,1.0542004123139934
1.9272717799143022,2.6582572028479436
2.0735411349469706,1.9281453124400363
0.8303370422509287,3.2177173057076756
0.9064400872869376,1.528462961416795
1.0497326959599307,1.4216242468725007
1.5355697431378539,3.941164356841714
0.8098849804074221,1.8002396021027103
0.9626081431932029,1.2421957689600225
0.4329844912292364,4.166926008661839
0.7727357687731217,3.334515883763901
0.8835224636178376,3.516499291020714
2.013228574643907,2.9378437372483575
2.534820974959335,2.4305691411499306
1.3175505762528978,0.5379790926504495
1.996736262144771,2.6680533568881133
1.8305155394581025,3.3550182421834815
0.6186272371302652,0.09568736540998712
0.06622104061512997,1.0214908857489973
1.925675029018975,2.539974715870686
1.3549311919901852,2.168553423851057
0.7792135117193358,2.703081720195429
0.5535149486953331,1.8943403908478849
0.9921989081654492,2.613341886557263
0.766478630343561,1.7360161790796238
0.7293898005901913,0.8370882526651472
2.877661831765023,0.9072576433899326
2.425681078075813,3.5333826774286705
0.866486063307734,2.5661595158847748
1.2106648737527468,2.511151888978747
0.9199982931886362,1.9505135437679888
0.896020189563326,3.0379306780469273
1.3464347726827812,0.9651252443910323
1.713678800858282,2.3429862112231703
0.7529578290148534,0.47187783224749325
0.8475406662711165,1.9811432732374308
0.8322585099685604,2.5099125293743816
1.3441235668683729,0.22097571197584598
1.9598730911171567,1.802631409396206
1.1671696523826278,2.1011096347848595
1.507620746494425,1.2235726421205655
1.3023685020560434,3.2473916247079417
0.595201759116768,1.8423491310062272
1.806759224473378,2.8430908771218935
1.2485038082785778,1.6514423563702163
1.8120093289461807,0.2748211129082724
1.0766663243648138,1.3505926617063528
1.3974264767258109,0.6655902633517934
1.475464305880955,0.5174634327315959
1.0233111568253466,1.3719736586518059
1.2993813987316278,1.647971184623953
1.5022258675451143,1.9196869547498163
2.709473938829658,1.983290444102146
1.5678579758906104,4.518273311064175
2.4730411141756603,1.532944525179826
1.35089154937473,3.2050506279338205
1.4248909927020408,4.094203329104904
2.129641777655109,4.018083716065273
2.018453020488496,2.1845382494642407
1.8577809973329997,2.976456010456393
1.8585759266799138,2.6678280414352176
2.2721596060046427,2.8995285331656655
1.564806369313093,1.3604028214672474
0.5692771039547962,1.422464408131309
1.6762632248674127,2.1230320355605232
0.6330710295642961,2.579705380184645
1.2999406016481423,0.8037465099396843
1.1479014130721077,1.4338007965538497
1.1371035005470198,1.4049967588985997
0.6300504426555915,0.34648258559006184
0.7487521406330828,0.6551128528921659
1.5191384555158316,0.9117663953096931
0.38539386558826083,1.8338726388595403
1.3590729966474824,2.216447053651627
1.6394059327854684,3.5568202711786228
1.7759429008918797,1.1446666575349744
1.741453820988072,4.610802561498696
3.815156676442282,0.6798271241148797
0.8460980268778984,2.429124672915448
1.056956736223423,0.2865460746274795
0.5909832552900262,0.5658255331236213
0.26050975783854013,0.9809465398178729
0.5006619631703614,1.3684906566689552
1.8320712260848357,1.5790497070418628
1.1174327133417368,1.0705561426756647
1.9909058340380992,3.1222676579235795
1.2998389984128265,1.6480094059090038
1.3823388361447513,2.3090484291806255
0.9041521367391884,2.24174032866025
0.8824833875631575,1.3046448455362798
1.8702991496895136,3.2529954064609434
0.7816343050891589,1.9297849534254257
0.48176822347434123,3.9777143826533923
1.625316844042786,1.2789654191033193
1.4265158762777805,1.3032371049610796
1.814390544223307,1.7011283461916866
0.7554305324940704,3.1652456673813423
0.5597389363400921,0.9392437109639777
0.838537553228433,1.4668631237226424
0.8892358415983889,0.4884010103538709
1.8049599396984313,2.5380472838533206
0.6965630855927605,0.4295132778022092
1.3839037558899394,3.48101271606032
0.5607857921044911,0.90293513039475
1.620997886615508,2.446510260211118
1.2922624259869147,0.6300536558043145
0.6971162646141634,1.0930709858245438
1.108391005169468,1.7673597480789338
1.8111484949336965,2.081626039374738
2.314197344723327,0.32864844655005304
0.3011305682731636,3.0002663188058256
1.40683971351649,1.1020193193889964
1.0238776418009,2.2435848498852176
1.2577372126607795,0.5838046811775364
0.8912543907811786,0.7468178745193852
2.5271280700703,1.5905113717173445
0.739161512603739,0.6302894072816951
0.9825745969060595,1.9787513039015603
0.507448907337921,2.7806451392481017
1.609241566161154,0.8652672200219436
2.393691368501182,1.165879117907233
0.9139691436292244,1.8347579572791264
0.6943330618869961,1.6209829325550513
0.9583636136802026,2.2281166335699756
0.27504240322176904,0.5560109156964246
0.8409807798502276,0.4813650605473506
