Standard distribution,Custom parameter distribution
0.66687147451259,-0.6373398969036852
0.44001129233278596,0.664210506171037
0.9040121673382847,0.47068904747038354
0.2703460788518065,-0.5796626083505485
0.2661726286788873,-0.23727894323814636
0.7012890576620794,-0.03419249342619268
0.5767526187879854,-0.6476058879978037
0.750686447310887,0.11185635745335754
0.11200823637470794,-0.2544629427731183
0.2853809947346759,0.8739879410420517
0.2205858547754087,-0.31097950118383844
0.46963656052705754,0.9526167954207903
0.6857744654840264,-0.2735886381179068
0.905626576837531,0.40635322067103186
0.1645200055009965,0.42500715829082925
0.1831928671298532,0.9093479965602391
0.294587915831848,0.9528598976211762
0.13572993295633465,0.7142522529964923
0.18140892409286669,-0.14285085470016368
0.039674452515243194,0.8218534756037066
0.336834415406183,-0.6546342847064683
0.6601761944266447,-0.6339277559039015
0.83790036706205,-0.47457946405619833
0.7646882265723981,0.9098909310786731
0.8707287362475714,0.05982162269293845
0.5890039325666158,0.4060995800900504
0.7390837836403129,0.8933056448337868
0.16049047539953387,-0.8543665120039057
0.04394490738491176,0.728289255343445
0.6326341232360886,0.10915432290852878
0.3194563547893093,0.5136511324703812
0.4686505700155745,-0.7889471365578815
0.8350492617662645,-0.28299560893396747
0.2591111579116227,-0.782417243295912
0.0959084611609365,-0.17042458643448177
0.6674665663548435,-0.08153078963084393
0.1375217980559733,0.8643466904443564
0.08045817680667577,-0.33016855580037663
0.48463774018097616,0.27996050922199167
0.13996158077846318,0.7243032571217751
0.8985831348455006,-0.2313936011007507
0.363047732590476,0.7205781568122511
0.021198549079987816,-0.34012078757866304
0.4451663392701108,-0.7797934286714981
0.7251232503273346,0.20369746098380936
0.34979408452049693,0.5840236757844741
0.4853916739778108,-0.936386409200818
0.8065357910950053,-0.19508391506855471
0.2794047820566699,-0.14520919675594413
0.18721547471061709,0.9974104631686143
0.6907881197265322,-0.32649922774324647
0.9336558824716266,-0.3947906138828934
0.11850182738120245,0.3202141535748295
0.6021342786499612,-0.09508364859388296
0.254078376864567,-0.3114060655495632
0.6069405005795276,-0.8293899008607003
0.9531819929725449,0.7749563436431244
0.760091462582371,-0.5769976301996498
0.2851924219367077,0.3675122632103769
0.5489627524625889,0.7850135811104004
0.6479821676965761,-0.8008622200695943
0.3229926625087374,-0.22824737271951678
0.8587848455316351,-0.4443756820271666
0.0648998408729443,-0.15346987898309483
0.8446188040181573,0.4081557540707652
0.5612331415901969,-0.8654005406111014
0.5348978646879312,-0.8138510519205245
0.7411675825112424,0.7484522177252109
0.8807254088764837,0.2297294766711373
0.15118745368700182,-0.5932544794849247
0.4999397598439687,0.4431644374139525
0.5054258621543241,-0.466233347883968
0.8761657969737812,-0.029919042957462172
0.7232140292700413,-0.34867057887573505
0.7789847028392797,-0.13976359906135216
0.271614862436339,0.09242738203434908
0.4539767858697979,0.7856899862610014
0.7016325876353384,0.11638205850412642
0.6023465889977166,-0.11795910380733177
0.9178314041154998,-0.8659994015158152
0.40855768658420016,-0.11812289550856758
0.026985172188604523,0.7268188613762192
0.47836755902468403,-0.7318259854176608
0.9691394695474626,-0.7390200439232915
0.4158368297889449,0.2790401385349781
0.28451506520726605,0.26137467735944653
0.23189831018259244,0.9592444347122788
0.4800019884668295,0.8960926788617141
0.5618872224730177,-0.21875023544271244
0.8661257482287766,-0.7964020608450291
0.987872278547816,-0.9897469552209943
0.41637798897372047,0.24818259413544608
0.3804988370697244,-0.5734849347671226
0.018839776054685883,0.3302753715147906
0.016829252014129714,0.4169725248163967
0.5396707755373025,-0.8653402067407361
0.6612290094283477,-0.15213482993471783
0.4946627203595505,-0.8151010646985614
0.07370008599797731,0.23868147498897319
0.19408368626471695,0.047031727397588874
0.6587570206398976,-0.9110763300934519
0.6265596187735348,-0.7136307432580811
0.5522348483913193,0.8045553536630596
0.9481041065762061,-0.520349190924398
0.09154661886662864,0.44534263653805084
0.9285863791426147,-0.996700633316464
0.49012204969537493,-0.06963898406122793
0.3689384351877818,0.8584145395686884
0.9638896712483581,-0.2368460966359931
0.33490488988694384,-0.30203493575147233
0.3856186134241565,-0.1381660758373714
0.6330898051692848,0.15578646379424876
0.7800909808790523,0.09463306122800175
0.3235403933384317,-0.5623374533751834
0.8438890422330911,0.5840327203236597
0.8834909607850693,0.12455086715625385
0.2915882608600865,0.7996473223435803
0.33689160862399536,-0.19004585714779
0.4236091944444015,-0.27638597210785043
0.6924098973843292,0.9366183522941123
0.2796058892923421,0.02668208559664942
0.37080069896085205,-0.4194182542663576
0.0894785165063754,0.9578009592270946
0.2581144434535211,0.8309804447533051
0.3231502541627619,0.8718816842585526
0.8682098833071556,0.7061942181797218
0.9597505398466603,0.4618767005069826
0.5801970147481647,-0.875417480216226
0.8637791550401084,0.5888279936250365
0.8127655249118725,0.836054120640283
0.17415636665517378,-0.9959347718385828
0.00219021108983788,-0.5860883350451682
